timestamp,sensor_id,sensor_type,value,unit,location
2025-10-05T12:59:37.089425+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T12:59:37.103632+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T12:59:37.118758+05:30,moist_002,air_hum_sensor,65.3,percent,field_1
2025-10-05T13:00:00.023031+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:00:00.033996+05:30,temp_001,soil_temp_sensor,28.12,celsius,field_1
2025-10-05T13:00:00.055669+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:00:00.082184+05:30,ph_001,ph_sensor,9.12,pH,field_1
2025-10-05T13:00:00.096068+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:00:00.099883+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:00:00.103830+05:30,moist_002,air_hum_sensor,65.0,percent,field_1
2025-10-05T13:00:46.040170+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:00:46.051149+05:30,temp_001,soil_temp_sensor,28.12,celsius,field_1
2025-10-05T13:00:46.072695+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:00:46.084305+05:30,ph_001,ph_sensor,9.15,pH,field_1
2025-10-05T13:00:46.140510+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:00:46.144176+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:00:46.144344+05:30,moist_002,air_hum_sensor,64.4,percent,field_1
2025-10-05T13:01:09.045963+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:01:09.057207+05:30,temp_001,soil_temp_sensor,28.12,celsius,field_1
2025-10-05T13:01:09.100427+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:01:09.111960+05:30,ph_001,ph_sensor,9.16,pH,field_1
2025-10-05T13:01:09.112282+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:01:09.117028+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:01:09.124173+05:30,moist_002,air_hum_sensor,64.4,percent,field_1
2025-10-05T13:01:55.383734+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:01:55.391640+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:01:55.413456+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:01:55.435735+05:30,ph_001,ph_sensor,9.15,pH,field_1
2025-10-05T13:01:55.439620+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:01:55.453703+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:01:55.459683+05:30,moist_002,air_hum_sensor,64.5,percent,field_1
2025-10-05T13:02:18.392388+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:02:18.442557+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:02:18.447028+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:02:18.447159+05:30,ph_001,ph_sensor,9.18,pH,field_1
2025-10-05T13:02:18.447307+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:02:18.453581+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:02:18.464705+05:30,moist_002,air_hum_sensor,64.6,percent,field_1
2025-10-05T13:03:04.809008+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:03:04.823382+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:03:04.839531+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:03:04.852478+05:30,ph_001,ph_sensor,9.15,pH,field_1
2025-10-05T13:03:04.865080+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:03:04.873852+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:03:04.885491+05:30,moist_002,air_hum_sensor,64.7,percent,field_1
2025-10-05T13:03:27.813806+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:03:28.229579+05:30,temp_001,soil_temp_sensor,28.0,celsius,field_1
2025-10-05T13:03:28.229907+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:03:28.230056+05:30,ph_001,ph_sensor,9.14,pH,field_1
2025-10-05T13:03:28.230207+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:03:28.230337+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:03:28.230453+05:30,moist_002,air_hum_sensor,64.7,percent,field_1
2025-10-05T13:04:13.872471+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:04:13.877014+05:30,temp_001,soil_temp_sensor,28.0,celsius,field_1
2025-10-05T13:04:13.877307+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:04:13.877452+05:30,ph_001,ph_sensor,9.12,pH,field_1
2025-10-05T13:04:13.887843+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:04:13.899346+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:04:13.910874+05:30,moist_002,air_hum_sensor,64.8,percent,field_1
2025-10-05T13:04:36.839045+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:04:36.849954+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:04:36.871630+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:04:36.883120+05:30,ph_001,ph_sensor,9.14,pH,field_1
2025-10-05T13:04:36.895822+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:04:36.905903+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:04:36.924638+05:30,moist_002,air_hum_sensor,64.8,percent,field_1
2025-10-05T13:04:49.918389+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:04:49.922608+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:04:49.922925+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:04:49.926024+05:30,ph_001,ph_sensor,9.14,pH,field_1
2025-10-05T13:04:49.934616+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:04:49.946442+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:04:49.974769+05:30,moist_002,air_hum_sensor,64.9,percent,field_1
2025-10-05T13:05:12.887688+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:05:12.901565+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:05:12.918032+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:05:12.929205+05:30,ph_001,ph_sensor,9.15,pH,field_1
2025-10-05T13:05:12.940553+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:05:12.952527+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:05:12.964392+05:30,moist_002,air_hum_sensor,65.0,percent,field_1
2025-10-05T13:05:59.308722+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:05:59.314576+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:05:59.335043+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:05:59.346704+05:30,ph_001,ph_sensor,9.16,pH,field_1
2025-10-05T13:05:59.418206+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:05:59.421742+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:05:59.421891+05:30,moist_002,air_hum_sensor,64.8,percent,field_1
2025-10-05T13:06:22.309652+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:06:22.352224+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:06:22.359491+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:06:22.359793+05:30,ph_001,ph_sensor,9.17,pH,field_1
2025-10-05T13:06:22.364438+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:06:22.384710+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:06:22.388302+05:30,moist_002,air_hum_sensor,65.0,percent,field_1
2025-10-05T13:07:08.324823+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:07:08.343858+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:07:08.357853+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:07:08.369836+05:30,ph_001,ph_sensor,9.11,pH,field_1
2025-10-05T13:07:08.383457+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:07:08.406713+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:07:08.410053+05:30,moist_002,air_hum_sensor,65.0,percent,field_1
2025-10-05T13:07:31.331606+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:07:31.342359+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:07:31.364263+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:07:31.375818+05:30,ph_001,ph_sensor,9.15,pH,field_1
2025-10-05T13:07:31.412024+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:07:31.421925+05:30,temp_002,air_temp_sensor,27.4,celsius,field_1
2025-10-05T13:07:31.422074+05:30,moist_002,air_hum_sensor,64.7,percent,field_1
2025-10-05T13:08:17.350705+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:08:17.374228+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:08:17.405021+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:08:17.412860+05:30,ph_001,ph_sensor,9.18,pH,field_1
2025-10-05T13:08:17.413312+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:08:17.417247+05:30,temp_002,air_temp_sensor,27.4,celsius,field_1
2025-10-05T13:08:17.432412+05:30,moist_002,air_hum_sensor,64.3,percent,field_1
2025-10-05T13:08:40.423194+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:08:40.527194+05:30,temp_001,soil_temp_sensor,28.12,celsius,field_1
2025-10-05T13:08:40.527361+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:08:40.527457+05:30,ph_001,ph_sensor,9.14,pH,field_1
2025-10-05T13:08:40.527650+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:08:40.527825+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:08:40.528086+05:30,moist_002,air_hum_sensor,64.6,percent,field_1
2025-10-05T13:09:26.396936+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:09:26.408416+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:09:26.430133+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:09:26.441339+05:30,ph_001,ph_sensor,9.12,pH,field_1
2025-10-05T13:09:26.453365+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:09:26.464401+05:30,temp_002,air_temp_sensor,27.4,celsius,field_1
2025-10-05T13:09:26.476275+05:30,moist_002,air_hum_sensor,64.7,percent,field_1
2025-10-05T13:09:49.404785+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:09:49.415606+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:09:49.437070+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:09:49.449764+05:30,ph_001,ph_sensor,9.15,pH,field_1
2025-10-05T13:09:49.461508+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:09:49.471692+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:09:49.483244+05:30,moist_002,air_hum_sensor,64.8,percent,field_1
2025-10-05T13:10:35.423701+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:10:35.433961+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:10:35.455843+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:10:35.467222+05:30,ph_001,ph_sensor,9.17,pH,field_1
2025-10-05T13:10:35.485839+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:10:35.490481+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:10:35.502021+05:30,moist_002,air_hum_sensor,65.2,percent,field_1
2025-10-05T13:10:58.465256+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:10:58.480126+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:10:58.480528+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:10:58.484978+05:30,ph_001,ph_sensor,9.15,pH,field_1
2025-10-05T13:10:58.485126+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:10:58.496051+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:10:58.507355+05:30,moist_002,air_hum_sensor,65.5,percent,field_1
2025-10-05T13:11:44.451802+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:11:44.461370+05:30,temp_001,soil_temp_sensor,28.0,celsius,field_1
2025-10-05T13:11:44.482633+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:11:44.498362+05:30,ph_001,ph_sensor,9.17,pH,field_1
2025-10-05T13:11:44.510400+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:11:44.517058+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:11:44.528800+05:30,moist_002,air_hum_sensor,66.0,percent,field_1
2025-10-05T13:12:07.468399+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:12:07.486759+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:12:07.490301+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:12:07.499647+05:30,ph_001,ph_sensor,9.17,pH,field_1
2025-10-05T13:12:07.511546+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:12:07.522908+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:12:07.534310+05:30,moist_002,air_hum_sensor,66.0,percent,field_1
2025-10-05T13:12:53.474163+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:12:53.483855+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:12:53.505567+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:12:53.517137+05:30,ph_001,ph_sensor,9.16,pH,field_1
2025-10-05T13:12:53.528459+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:12:53.541629+05:30,temp_002,air_temp_sensor,27.3,celsius,field_1
2025-10-05T13:12:53.551701+05:30,moist_002,air_hum_sensor,65.6,percent,field_1
2025-10-05T13:13:16.483440+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:13:16.491245+05:30,temp_001,soil_temp_sensor,28.12,celsius,field_1
2025-10-05T13:13:16.512929+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:13:16.523892+05:30,ph_001,ph_sensor,9.13,pH,field_1
2025-10-05T13:13:16.535302+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:13:16.546824+05:30,temp_002,air_temp_sensor,27.4,celsius,field_1
2025-10-05T13:13:16.558633+05:30,moist_002,air_hum_sensor,65.4,percent,field_1
2025-10-05T13:14:02.514802+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:14:02.528474+05:30,temp_001,soil_temp_sensor,28.12,celsius,field_1
2025-10-05T13:14:02.552483+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:14:02.564725+05:30,ph_001,ph_sensor,9.15,pH,field_1
2025-10-05T13:14:02.570685+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:14:02.604582+05:30,temp_002,air_temp_sensor,27.4,celsius,field_1
2025-10-05T13:14:02.611170+05:30,moist_002,air_hum_sensor,65.3,percent,field_1
2025-10-05T13:14:25.619767+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:14:25.756888+05:30,temp_001,soil_temp_sensor,28.12,celsius,field_1
2025-10-05T13:14:25.757299+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:14:25.757527+05:30,ph_001,ph_sensor,9.13,pH,field_1
2025-10-05T13:14:25.757717+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:14:25.757891+05:30,temp_002,air_temp_sensor,27.4,celsius,field_1
2025-10-05T13:14:25.758071+05:30,moist_002,air_hum_sensor,65.1,percent,field_1
2025-10-05T13:15:11.939593+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:15:11.958135+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:15:11.973063+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:15:11.982082+05:30,ph_001,ph_sensor,9.18,pH,field_1
2025-10-05T13:15:11.993685+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:15:12.006794+05:30,temp_002,air_temp_sensor,27.4,celsius,field_1
2025-10-05T13:15:12.018749+05:30,moist_002,air_hum_sensor,65.1,percent,field_1
2025-10-05T13:15:34.949035+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:15:34.955423+05:30,temp_001,soil_temp_sensor,28.12,celsius,field_1
2025-10-05T13:15:34.976769+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:15:34.988899+05:30,ph_001,ph_sensor,9.19,pH,field_1
2025-10-05T13:15:34.999949+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:15:35.011695+05:30,temp_002,air_temp_sensor,27.4,celsius,field_1
2025-10-05T13:15:35.023669+05:30,moist_002,air_hum_sensor,65.3,percent,field_1
2025-10-05T13:16:21.182482+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:16:21.191995+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:16:21.213686+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:16:21.225118+05:30,ph_001,ph_sensor,9.17,pH,field_1
2025-10-05T13:16:21.236844+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:16:21.248257+05:30,temp_002,air_temp_sensor,27.4,celsius,field_1
2025-10-05T13:16:21.266825+05:30,moist_002,air_hum_sensor,64.8,percent,field_1
2025-10-05T13:16:44.187789+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:16:44.198511+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:16:44.220213+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:16:44.237616+05:30,ph_001,ph_sensor,9.17,pH,field_1
2025-10-05T13:16:44.243210+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:16:44.254901+05:30,temp_002,air_temp_sensor,27.4,celsius,field_1
2025-10-05T13:16:44.266485+05:30,moist_002,air_hum_sensor,64.8,percent,field_1
2025-10-05T13:17:30.205587+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:17:30.216824+05:30,temp_001,soil_temp_sensor,28.12,celsius,field_1
2025-10-05T13:17:30.238485+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:17:30.250429+05:30,ph_001,ph_sensor,9.17,pH,field_1
2025-10-05T13:17:30.274056+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:17:30.278847+05:30,temp_002,air_temp_sensor,27.4,celsius,field_1
2025-10-05T13:17:30.284728+05:30,moist_002,air_hum_sensor,64.5,percent,field_1
2025-10-05T13:17:53.215113+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:17:53.224858+05:30,temp_001,soil_temp_sensor,28.12,celsius,field_1
2025-10-05T13:17:53.244813+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:17:53.266935+05:30,ph_001,ph_sensor,9.17,pH,field_1
2025-10-05T13:17:53.270603+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:17:53.280182+05:30,temp_002,air_temp_sensor,27.4,celsius,field_1
2025-10-05T13:17:53.290562+05:30,moist_002,air_hum_sensor,64.4,percent,field_1
2025-10-05T13:18:39.244557+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:18:39.256783+05:30,temp_001,soil_temp_sensor,28.12,celsius,field_1
2025-10-05T13:18:39.277088+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:18:39.288587+05:30,ph_001,ph_sensor,9.14,pH,field_1
2025-10-05T13:18:39.339538+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:18:39.345392+05:30,temp_002,air_temp_sensor,27.5,celsius,field_1
2025-10-05T13:18:39.345724+05:30,moist_002,air_hum_sensor,64.5,percent,field_1
2025-10-05T13:19:02.250181+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:19:02.264255+05:30,temp_001,soil_temp_sensor,28.06,celsius,field_1
2025-10-05T13:19:02.282955+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:19:02.294256+05:30,ph_001,ph_sensor,9.14,pH,field_1
2025-10-05T13:19:02.307823+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:19:02.317545+05:30,temp_002,air_temp_sensor,27.4,celsius,field_1
2025-10-05T13:19:02.328984+05:30,moist_002,air_hum_sensor,64.5,percent,field_1
2025-10-05T13:19:48.268587+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:19:48.281263+05:30,temp_001,soil_temp_sensor,28.12,celsius,field_1
2025-10-05T13:19:48.309092+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:19:48.312802+05:30,ph_001,ph_sensor,9.17,pH,field_1
2025-10-05T13:19:48.324307+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:19:48.338785+05:30,temp_002,air_temp_sensor,27.4,celsius,field_1
2025-10-05T13:19:48.347556+05:30,moist_002,air_hum_sensor,64.8,percent,field_1
2025-10-05T13:20:11.275861+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:20:11.298336+05:30,temp_001,soil_temp_sensor,28.19,celsius,field_1
2025-10-05T13:20:11.315492+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:20:11.332189+05:30,ph_001,ph_sensor,9.17,pH,field_1
2025-10-05T13:20:11.332344+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:20:11.377867+05:30,temp_002,air_temp_sensor,27.4,celsius,field_1
2025-10-05T13:20:11.393889+05:30,moist_002,air_hum_sensor,65.1,percent,field_1
2025-10-05T13:20:57.459087+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:20:57.468930+05:30,temp_001,soil_temp_sensor,28.19,celsius,field_1
2025-10-05T13:20:57.502743+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:20:57.523285+05:30,ph_001,ph_sensor,9.16,pH,field_1
2025-10-05T13:20:57.536513+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:20:57.536660+05:30,temp_002,air_temp_sensor,27.4,celsius,field_1
2025-10-05T13:20:57.540723+05:30,moist_002,air_hum_sensor,65.5,percent,field_1
2025-10-05T13:21:20.463659+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:21:20.473143+05:30,temp_001,soil_temp_sensor,28.25,celsius,field_1
2025-10-05T13:21:20.501268+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:21:20.506182+05:30,ph_001,ph_sensor,9.19,pH,field_1
2025-10-05T13:21:20.517477+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:21:20.529036+05:30,temp_002,air_temp_sensor,27.5,celsius,field_1
2025-10-05T13:21:20.543191+05:30,moist_002,air_hum_sensor,65.6,percent,field_1
2025-10-05T13:22:06.514636+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:22:06.519619+05:30,temp_001,soil_temp_sensor,28.25,celsius,field_1
2025-10-05T13:22:06.519883+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:22:06.525677+05:30,ph_001,ph_sensor,9.12,pH,field_1
2025-10-05T13:22:06.535259+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:22:06.547046+05:30,temp_002,air_temp_sensor,27.5,celsius,field_1
2025-10-05T13:22:06.565855+05:30,moist_002,air_hum_sensor,65.4,percent,field_1
2025-10-05T13:22:28.319659+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:22:28.332712+05:30,temp_001,soil_temp_sensor,28.44,celsius,field_1
2025-10-05T13:22:28.352272+05:30,moist_001,moisture_sensor,0.0,percent,field_1
2025-10-05T13:22:28.363832+05:30,ph_001,ph_sensor,9.12,pH,field_1
2025-10-05T13:22:28.375493+05:30,light_001,light_sensor,light,state,field_1
2025-10-05T13:22:28.386857+05:30,temp_002,air_temp_sensor,27.5,celsius,field_1
2025-10-05T13:22:28.398588+05:30,moist_002,air_hum_sensor,65.3,percent,field_1
2025-10-05T13:22:51.326500+05:30,gas_001,gas_sensor,normal_gas,state,field_1
2025-10-05T13:22:51.337566+05:30,temp_001,soil_temp_sensor,26.06,celsius,field_1
2025-10-05T13:22:51.359185+05:30,moist_001,moisture_sensor,0.0,percent,field_1
